"index","id","date","fk_checkout","sum"
78,"checkout1_78","2023-07-16T05:37:27.176Z","checkout1",1985.6912
79,"checkout1_79","2023-05-14T05:37:27.176Z","checkout1",667.65
80,"checkout1_80","2023-08-07T05:37:27.176Z","checkout1",1741.0915000000002
81,"checkout1_81","2023-06-07T05:37:27.176Z","checkout1",2545.3717
82,"checkout1_82","2023-07-21T05:37:27.176Z","checkout1",1106.4560000000001
83,"checkout1_83","2023-06-12T05:37:27.176Z","checkout1",284.512
84,"checkout1_84","2023-08-10T05:37:27.176Z","checkout1",2289.85
85,"checkout1_85","2023-07-04T05:37:27.176Z","checkout1",1669.6999999999998
86,"checkout1_86","2023-07-15T05:37:27.176Z","checkout1",1838.7025
87,"checkout1_87","2023-06-22T05:37:27.176Z","checkout1",1627.04
88,"checkout1_88","2023-07-02T05:37:27.176Z","checkout1",841.2795
89,"checkout1_89","2023-07-06T05:37:27.176Z","checkout1",4162.892400000001
90,"checkout1_90","2023-06-11T05:37:27.176Z","checkout1",2940.88
91,"checkout1_91","2023-05-29T05:37:27.176Z","checkout1",536.4
92,"checkout1_92","2023-06-15T05:37:27.176Z","checkout1",3665.1000000000004
93,"checkout1_93","2023-05-18T05:37:27.176Z","checkout1",55.35
94,"checkout1_94","2023-06-24T05:37:27.176Z","checkout1",24.8
95,"checkout1_95","2023-07-06T05:37:27.176Z","checkout1",2244.654
96,"checkout1_96","2023-07-01T05:37:27.176Z","checkout1",1565.6980000000003
97,"checkout1_97","2023-06-26T05:37:27.176Z","checkout1",1409.5715
98,"checkout1_98","2023-05-18T05:37:27.176Z","checkout1",2623.8304000000003
99,"checkout1_99","2023-08-08T05:37:27.176Z","checkout1",1970.4512000000002
100,"checkout1_100","2023-06-09T05:37:27.176Z","checkout1",273.624
101,"checkout1_101","2023-06-11T05:37:27.176Z","checkout1",4961.554
102,"checkout1_102","2023-05-22T05:37:27.176Z","checkout1",2060.383
103,"checkout1_103","2023-07-20T05:37:27.176Z","checkout1",387.308
104,"checkout1_104","2023-05-13T05:37:27.176Z","checkout1",1998.12
105,"checkout1_105","2023-06-26T05:37:27.176Z","checkout1",3655.5376999999994
106,"checkout1_106","2023-07-31T05:37:27.176Z","checkout1",1104.2556
107,"checkout1_107","2023-08-11T05:37:27.176Z","checkout1",4173.8392
108,"checkout1_108","2023-06-11T05:37:27.176Z","checkout1",811.876
109,"checkout1_109","2023-08-04T05:37:27.176Z","checkout1",3158.422
110,"checkout1_110","2023-07-07T05:37:27.176Z","checkout1",2546.9416
111,"checkout1_111","2023-07-01T05:37:27.176Z","checkout1",1175.414
112,"checkout1_112","2023-06-16T05:37:27.176Z","checkout1",338.07
113,"checkout1_113","2023-08-10T05:37:27.176Z","checkout1",1692.394
114,"checkout1_114","2023-05-17T05:37:27.176Z","checkout1",2791.9820000000004
115,"checkout1_115","2023-06-09T05:37:27.176Z","checkout1",2543.1220000000003
116,"checkout1_116","2023-07-14T05:37:27.176Z","checkout1",1838.2320000000002
117,"checkout1_117","2023-08-08T05:37:27.176Z","checkout1",1078.24
118,"checkout1_118","2023-08-03T05:37:27.176Z","checkout1",2229.43
119,"checkout1_119","2023-06-09T05:37:27.176Z","checkout1",750.48
120,"checkout1_120","2023-06-02T05:37:27.176Z","checkout1",3818.8109999999997
121,"checkout1_121","2023-07-12T05:37:27.176Z","checkout1",1865.671
122,"checkout1_122","2023-06-16T05:37:27.176Z","checkout1",968.734
123,"checkout1_123","2023-05-15T05:37:27.176Z","checkout1",841.8899999999999
124,"checkout1_124","2023-06-28T05:37:27.176Z","checkout1",1469.812
125,"checkout1_125","2023-06-24T05:37:27.176Z","checkout1",1969.87
126,"checkout1_126","2023-07-03T05:37:27.176Z","checkout1",1613.138
127,"checkout1_127","2023-05-12T05:37:27.176Z","checkout1",4113.916800000001
128,"checkout1_128","2023-05-17T05:37:27.176Z","checkout1",1143.894
129,"checkout1_129","2023-06-12T05:37:27.176Z","checkout1",4051.5891999999994
130,"checkout1_130","2023-07-01T05:37:27.176Z","checkout1",1978.6499999999999
131,"checkout2_0","2023-05-26T05:37:27.176Z","checkout2",2335.676
132,"checkout2_1","2023-06-09T05:37:27.176Z","checkout2",1681.2421
133,"checkout2_2","2023-06-06T05:37:27.176Z","checkout2",1861.676
134,"checkout2_3","2023-06-10T05:37:27.176Z","checkout2",1711.3899999999999
135,"checkout2_4","2023-07-14T05:37:27.176Z","checkout2",1268.9192
136,"checkout2_5","2023-08-07T05:37:27.176Z","checkout2",1432.562
137,"checkout2_6","2023-06-26T05:37:27.176Z","checkout2",4063.216000000001
138,"checkout2_7","2023-05-22T05:37:27.176Z","checkout2",942.03
139,"checkout2_8","2023-08-14T05:37:27.176Z","checkout2",1137.32
140,"checkout2_9","2023-06-21T05:37:27.176Z","checkout2",3414.6845000000003
141,"checkout2_10","2023-05-26T05:37:27.176Z","checkout2",770.5000000000001
142,"checkout2_11","2023-05-20T05:37:27.176Z","checkout2",2306.8522
143,"checkout2_12","2023-06-10T05:37:27.176Z","checkout2",1810.65
144,"checkout2_13","2023-08-11T05:37:27.176Z","checkout2",1502.5064
145,"checkout2_14","2023-07-13T05:37:27.176Z","checkout2",2586.3763999999996
146,"checkout2_15","2023-08-10T05:37:27.176Z","checkout2",2064.084
147,"checkout2_16","2023-07-29T05:37:27.176Z","checkout2",2709.4107999999997
148,"checkout2_17","2023-06-15T05:37:27.176Z","checkout2",973.918
149,"checkout2_18","2023-05-24T05:37:27.176Z","checkout2",1574.56
150,"checkout2_19","2023-07-22T05:37:27.176Z","checkout2",542.36
151,"checkout2_20","2023-07-01T05:37:27.176Z","checkout2",476.221
152,"checkout2_21","2023-06-14T05:37:27.176Z","checkout2",1625.8459999999998
153,"checkout2_22","2023-07-10T05:37:27.176Z","checkout2",1681.05
154,"checkout2_23","2023-06-28T05:37:27.176Z","checkout2",1725.9560000000001
155,"checkout2_24","2023-06-06T05:37:27.176Z","checkout2",918.886
156,"checkout2_25","2023-08-09T05:37:27.176Z","checkout2",3201.9847999999997
157,"checkout2_26","2023-07-05T05:37:27.176Z","checkout2",845.5275
158,"checkout2_27","2023-05-28T05:37:27.176Z","checkout2",461.95
159,"checkout2_28","2023-08-18T05:37:27.176Z","checkout2",1363.848
160,"checkout2_29","2023-07-19T05:37:27.176Z","checkout2",625.232
161,"checkout2_30","2023-08-17T05:37:27.176Z","checkout2",663.2328
162,"checkout2_31","2023-07-27T05:37:27.176Z","checkout2",663.684
163,"checkout2_32","2023-08-12T05:37:27.176Z","checkout2",1288.5705000000003
164,"checkout2_33","2023-08-09T05:37:27.176Z","checkout2",2378.228
165,"checkout2_34","2023-06-20T05:37:27.176Z","checkout2",1885.2044
166,"checkout2_35","2023-08-16T05:37:27.176Z","checkout2",3657.1904
167,"checkout2_36","2023-08-03T05:37:27.176Z","checkout2",1136.98
168,"checkout2_37","2023-08-17T05:37:27.176Z","checkout2",1430.377
169,"checkout2_38","2023-07-22T05:37:27.176Z","checkout2",1126.339
170,"checkout2_39","2023-07-08T05:37:27.176Z","checkout2",1564.5390000000002
171,"checkout2_40","2023-07-16T05:37:27.176Z","checkout2",1446.5840000000003
172,"checkout2_41","2023-06-29T05:37:27.176Z","checkout2",833.1279999999999
173,"checkout2_42","2023-05-27T05:37:27.176Z","checkout2",2965.375
174,"checkout2_43","2023-06-02T05:37:27.176Z","checkout2",1383.86
175,"checkout2_44","2023-07-18T05:37:27.176Z","checkout2",2774.768
176,"checkout2_45","2023-08-14T05:37:27.176Z","checkout2",1823.9794000000002
177,"checkout2_46","2023-05-15T05:37:27.176Z","checkout2",1520.1000000000001
178,"checkout2_47","2023-06-01T05:37:27.176Z","checkout2",388.264
179,"checkout2_48","2023-07-15T05:37:27.176Z","checkout2",4346.441000000001
180,"checkout2_49","2023-06-15T05:37:27.176Z","checkout2",1394.0959999999998
181,"checkout2_50","2023-05-12T05:37:27.176Z","checkout2",1477.6381999999999
182,"checkout2_51","2023-05-21T05:37:27.176Z","checkout2",336.03
183,"checkout2_52","2023-06-19T05:37:27.176Z","checkout2",2110.4
184,"checkout2_53","2023-05-17T05:37:27.176Z","checkout2",1499.4
185,"checkout2_54","2023-05-20T05:37:27.176Z","checkout2",184.57
186,"checkout2_55","2023-07-10T05:37:27.176Z","checkout2",2343.598
187,"checkout2_56","2023-05-20T05:37:27.176Z","checkout2",1784.614
188,"checkout2_57","2023-05-13T05:37:27.176Z","checkout2",3591.098
189,"checkout2_58","2023-08-15T05:37:27.176Z","checkout2",1140.0520000000001
190,"checkout2_59","2023-06-21T05:37:27.176Z","checkout2",1400.8799999999999
191,"checkout2_60","2023-05-27T05:37:27.176Z","checkout2",4224.6
192,"checkout2_61","2023-07-29T05:37:27.176Z","checkout2",3156.666
193,"checkout2_62","2023-06-09T05:37:27.176Z","checkout2",798.7280000000001
194,"checkout2_63","2023-06-07T05:37:27.176Z","checkout2",3751.1180000000004
195,"checkout2_64","2023-06-10T05:37:27.176Z","checkout2",2308.784
196,"checkout2_65","2023-07-21T05:37:27.176Z","checkout2",3365.286
197,"checkout2_66","2023-07-21T05:37:27.176Z","checkout2",4338.6004
198,"checkout2_67","2023-06-07T05:37:27.176Z","checkout2",741
199,"checkout2_68","2023-07-21T05:37:27.176Z","checkout2",1399.9255
200,"checkout2_69","2023-06-01T05:37:27.176Z","checkout2",2757.9379999999996
201,"checkout2_70","2023-07-29T05:37:27.176Z","checkout2",1555.6
202,"checkout2_71","2023-05-18T05:37:27.176Z","checkout2",2913.283
203,"checkout2_72","2023-06-23T05:37:27.176Z","checkout2",2630.928
204,"checkout2_73","2023-06-14T05:37:27.176Z","checkout2",666.84
205,"checkout2_74","2023-07-21T05:37:27.176Z","checkout2",4470.51
206,"checkout2_75","2023-07-26T05:37:27.176Z","checkout2",1411.2668000000003
207,"checkout2_76","2023-07-24T05:37:27.176Z","checkout2",2349.318
208,"checkout2_77","2023-07-14T05:37:27.176Z","checkout2",1692.0200000000002
209,"checkout2_78","2023-05-31T05:37:27.176Z","checkout2",3182.6572
210,"checkout2_79","2023-07-07T05:37:27.176Z","checkout2",438.26779999999997
211,"checkout2_80","2023-08-07T05:37:27.176Z","checkout2",1948.882
212,"checkout2_81","2023-07-05T05:37:27.176Z","checkout2",1961.54
213,"checkout2_82","2023-06-29T05:37:27.176Z","checkout2",2254.1259999999997
214,"checkout2_83","2023-07-24T05:37:27.176Z","checkout2",1818.03
215,"checkout2_84","2023-06-04T05:37:27.176Z","checkout2",1556.7351999999998
216,"checkout2_85","2023-08-08T05:37:27.176Z","checkout2",2385.2
217,"checkout2_86","2023-06-20T05:37:27.176Z","checkout2",1132.4
218,"checkout2_87","2023-05-24T05:37:27.176Z","checkout2",54.35
219,"checkout2_88","2023-06-29T05:37:27.176Z","checkout2",1228.698
220,"checkout2_89","2023-07-12T05:37:27.176Z","checkout2",3718.8776
221,"checkout2_90","2023-05-28T05:37:27.176Z","checkout2",1034.93
222,"checkout2_91","2023-07-23T05:37:27.176Z","checkout2",3905.3279
223,"checkout2_92","2023-05-28T05:37:27.176Z","checkout2",1619.495
224,"checkout2_93","2023-08-19T05:37:27.176Z","checkout2",5535.268
225,"checkout2_94","2023-07-20T05:37:27.176Z","checkout2",525.2139999999999
226,"checkout2_95","2023-05-21T05:37:27.176Z","checkout2",1147.724
227,"checkout2_96","2023-08-03T05:37:27.176Z","checkout2",1770.9828
228,"checkout2_97","2023-05-14T05:37:27.176Z","checkout2",1147.2
229,"checkout2_98","2023-08-05T05:37:27.176Z","checkout2",1664.006
230,"checkout2_99","2023-05-26T05:37:27.176Z","checkout2",478.30999999999995
231,"checkout2_100","2023-06-06T05:37:27.176Z","checkout2",358.659
232,"checkout2_101","2023-07-20T05:37:27.176Z","checkout2",3369.1268
233,"checkout2_102","2023-07-01T05:37:27.176Z","checkout2",351.164
234,"checkout2_103","2023-08-13T05:37:27.176Z","checkout2",694.4979999999999
235,"checkout2_104","2023-06-12T05:37:27.176Z","checkout2",1111.24
236,"checkout2_105","2023-05-20T05:37:27.176Z","checkout2",1599.05
237,"checkout2_106","2023-07-09T05:37:27.176Z","checkout2",1725.458
238,"checkout2_107","2023-06-15T05:37:27.176Z","checkout2",793.12
239,"checkout2_108","2023-05-31T05:37:27.176Z","checkout2",1371.6
240,"checkout2_109","2023-07-18T05:37:27.176Z","checkout2",1806.1560000000004
241,"checkout2_110","2023-05-23T05:37:27.176Z","checkout2",1184.4804
242,"checkout2_111","2023-08-05T05:37:27.176Z","checkout2",2708.1441999999997
243,"checkout2_112","2023-05-16T05:37:27.176Z","checkout2",2344.006
244,"checkout2_113","2023-07-16T05:37:27.176Z","checkout2",525.3135
245,"checkout2_114","2023-07-08T05:37:27.176Z","checkout2",2035.2389999999998
246,"checkout2_115","2023-06-24T05:37:27.176Z","checkout2",661.76
247,"checkout2_116","2023-06-01T05:37:27.176Z","checkout2",3056.75
248,"checkout2_117","2023-07-19T05:37:27.176Z","checkout2",278.45000000000005
249,"checkout2_118","2023-06-16T05:37:27.176Z","checkout2",822.2
250,"checkout2_119","2023-06-19T05:37:27.176Z","checkout2",2348.148
251,"checkout2_120","2023-05-26T05:37:27.176Z","checkout2",1818.0549999999998
252,"checkout2_121","2023-07-19T05:37:27.176Z","checkout2",1509.838
253,"checkout2_122","2023-07-11T05:37:27.176Z","checkout2",3161.85
254,"checkout2_123","2023-07-14T05:37:27.176Z","checkout2",5440.550000000001
255,"checkout2_124","2023-05-18T05:37:27.176Z","checkout2",998.5772000000001
256,"checkout2_125","2023-05-17T05:37:27.176Z","checkout2",196.845
257,"checkout2_126","2023-05-25T05:37:27.176Z","checkout2",2335.15
258,"checkout2_127","2023-07-31T05:37:27.176Z","checkout2",3316.7955999999995
259,"checkout2_128","2023-06-08T05:37:27.176Z","checkout2",1419.7828
260,"checkout2_129","2023-06-17T05:37:27.176Z","checkout2",1326.894
261,"checkout2_130","2023-07-01T05:37:27.176Z","checkout2",3389.744
262,"checkout2_131","2023-06-03T05:37:27.176Z","checkout2",2412.9275000000002
263,"checkout2_132","2023-08-10T05:37:27.176Z","checkout2",2301.636
264,"checkout2_133","2023-06-17T05:37:27.176Z","checkout2",2764.2920000000004
265,"checkout2_134","2023-07-20T05:37:27.176Z","checkout2",1756.446
266,"checkout2_135","2023-05-12T05:37:27.176Z","checkout2",1108.4275
267,"checkout2_136","2023-06-17T05:37:27.176Z","checkout2",2964.2101999999995
268,"checkout2_137","2023-05-18T05:37:27.176Z","checkout2",1479.6581999999999
269,"checkout2_138","2023-06-14T05:37:27.176Z","checkout2",225.9515
270,"checkout2_139","2023-05-22T05:37:27.176Z","checkout2",2687.004
271,"checkout2_140","2023-05-18T05:37:27.176Z","checkout2",614.7379999999999
272,"checkout2_141","2023-07-14T05:37:27.176Z","checkout2",1103.7986
273,"checkout2_142","2023-07-01T05:37:27.176Z","checkout2",2620.9375
274,"checkout2_143","2023-05-14T05:37:27.176Z","checkout2",1766.2
275,"checkout2_144","2023-05-17T05:37:27.176Z","checkout2",3118.9692
276,"checkout2_145","2023-06-19T05:37:27.176Z","checkout2",2990.29
277,"checkout2_146","2023-06-14T05:37:27.176Z","checkout2",1687.7540000000001
278,"checkout2_147","2023-05-13T05:37:27.176Z","checkout2",1359.771
279,"checkout2_148","2023-06-30T05:37:27.176Z","checkout2",1445.2952
280,"checkout2_149","2023-05-19T05:37:27.176Z","checkout2",1199.874
281,"checkout2_150","2023-07-05T05:37:27.176Z","checkout2",601.8316
282,"checkout2_151","2023-08-06T05:37:27.176Z","checkout2",1393.8899999999999
283,"checkout2_152","2023-08-01T05:37:27.176Z","checkout2",1210.3670000000002
284,"checkout2_153","2023-05-21T05:37:27.176Z","checkout2",1147.6528
285,"checkout2_154","2023-08-06T05:37:27.176Z","checkout2",1155.5700000000002
286,"checkout2_155","2023-05-23T05:37:27.176Z","checkout2",1372.6219999999998
287,"checkout2_156","2023-07-26T05:37:27.176Z","checkout2",3154.406
288,"checkout2_157","2023-05-23T05:37:27.176Z","checkout2",1132.33
289,"checkout2_158","2023-07-11T05:37:27.176Z","checkout2",787.77
290,"checkout2_159","2023-06-06T05:37:27.176Z","checkout2",1779.7
291,"checkout2_160","2023-07-26T05:37:27.176Z","checkout2",464.18600000000004
292,"checkout2_161","2023-05-20T05:37:27.176Z","checkout2",4108.889999999999
293,"checkout2_162","2023-05-18T05:37:27.176Z","checkout2",473.458
294,"checkout2_163","2023-07-13T05:37:27.176Z","checkout2",1106.3576
295,"checkout2_164","2023-06-18T05:37:27.176Z","checkout2",300
296,"checkout2_165","2023-05-23T05:37:27.176Z","checkout2",1474.9812000000002
297,"checkout2_166","2023-07-31T05:37:27.176Z","checkout2",801
298,"checkout2_167","2023-06-22T05:37:27.176Z","checkout2",607.812
299,"checkout2_168","2023-06-17T05:37:27.176Z","checkout2",3329.9865
300,"checkout2_169","2023-08-04T05:37:27.176Z","checkout2",2335.3892
301,"checkout2_170","2023-06-16T05:37:27.176Z","checkout2",2416.4400000000005
302,"checkout2_171","2023-06-29T05:37:27.176Z","checkout2",466.35
303,"checkout2_172","2023-06-24T05:37:27.176Z","checkout2",819.7799999999999
304,"checkout2_173","2023-07-03T05:37:27.176Z","checkout2",1618.8799999999999
305,"checkout2_174","2023-06-11T05:37:27.176Z","checkout2",310.68600000000004
306,"checkout2_175","2023-07-24T05:37:27.176Z","checkout2",2136.652
307,"checkout2_176","2023-07-14T05:37:27.176Z","checkout2",2593.264
308,"checkout2_177","2023-06-25T05:37:27.176Z","checkout2",1661.9669999999999
309,"checkout2_178","2023-07-10T05:37:27.176Z","checkout2",420.80299999999994
310,"checkout2_179","2023-06-11T05:37:27.176Z","checkout2",4676.649
311,"checkout3_0","2023-06-13T05:37:27.176Z","checkout3",294.272
312,"checkout3_1","2023-06-24T05:37:27.176Z","checkout3",1475.8280000000002
313,"checkout3_2","2023-07-01T05:37:27.176Z","checkout3",1396.171
314,"checkout3_3","2023-05-13T05:37:27.176Z","checkout3",658.134
315,"checkout3_4","2023-08-07T05:37:27.176Z","checkout3",1202.0700000000002
316,"checkout3_5","2023-07-26T05:37:27.176Z","checkout3",2444.454
317,"checkout3_6","2023-06-19T05:37:27.176Z","checkout3",2062.8872
318,"checkout3_7","2023-08-08T05:37:27.176Z","checkout3",2039.1730000000002
319,"checkout3_8","2023-06-11T05:37:27.176Z","checkout3",3578.4660000000003
320,"checkout3_9","2023-07-05T05:37:27.176Z","checkout3",2237.77
321,"checkout3_10","2023-06-03T05:37:27.176Z","checkout3",1496.592
322,"checkout3_11","2023-05-22T05:37:27.176Z","checkout3",2177.621
323,"checkout3_12","2023-08-11T05:37:27.176Z","checkout3",2189.2
324,"checkout3_13","2023-05-23T05:37:27.176Z","checkout3",155.95
325,"checkout3_14","2023-05-18T05:37:27.176Z","checkout3",715.706
326,"checkout3_15","2023-06-09T05:37:27.176Z","checkout3",1286.0628000000002
327,"checkout3_16","2023-06-29T05:37:27.176Z","checkout3",2631.9936
328,"checkout3_17","2023-07-22T05:37:27.176Z","checkout3",1224.2241999999999
329,"checkout3_18","2023-06-24T05:37:27.176Z","checkout3",3920.5052
330,"checkout3_19","2023-05-29T05:37:27.176Z","checkout3",1365.4799999999998
331,"checkout3_20","2023-06-08T05:37:27.176Z","checkout3",1826.9795
332,"checkout3_21","2023-07-22T05:37:27.176Z","checkout3",1531.3070000000002
333,"checkout3_22","2023-08-02T05:37:27.176Z","checkout3",563.0464
334,"checkout3_23","2023-07-17T05:37:27.176Z","checkout3",2577.6476000000002
335,"checkout3_24","2023-07-20T05:37:27.176Z","checkout3",2526.446
336,"checkout3_25","2023-08-07T05:37:27.176Z","checkout3",2352.9836999999998
337,"checkout3_26","2023-07-15T05:37:27.176Z","checkout3",2551.8088
338,"checkout3_27","2023-06-11T05:37:27.176Z","checkout3",1152.3200000000002
339,"checkout3_28","2023-07-04T05:37:27.176Z","checkout3",2617.6748000000002
340,"checkout3_29","2023-08-09T05:37:27.176Z","checkout3",483.922
341,"checkout3_30","2023-06-13T05:37:27.176Z","checkout3",2324.2655
342,"checkout3_31","2023-07-30T05:37:27.176Z","checkout3",4785.935
343,"checkout3_32","2023-08-16T05:37:27.176Z","checkout3",999.027
344,"checkout3_33","2023-05-15T05:37:27.176Z","checkout3",4626.995
345,"checkout3_34","2023-06-10T05:37:27.176Z","checkout3",3246.5499999999993
346,"checkout3_35","2023-07-18T05:37:27.176Z","checkout3",562.2
347,"checkout3_36","2023-06-25T05:37:27.176Z","checkout3",1354.72
348,"checkout3_37","2023-07-13T05:37:27.176Z","checkout3",2268.42
349,"checkout3_38","2023-06-19T05:37:27.176Z","checkout3",1163.9994000000002
350,"checkout3_39","2023-06-13T05:37:27.176Z","checkout3",2789.848
351,"checkout3_40","2023-05-28T05:37:27.176Z","checkout3",3552.5223999999994
352,"checkout3_41","2023-07-13T05:37:27.176Z","checkout3",1699.7199999999998
353,"checkout3_42","2023-06-25T05:37:27.176Z","checkout3",1963.7399999999998
354,"checkout3_43","2023-07-19T05:37:27.176Z","checkout3",3149.3279999999995
355,"checkout3_44","2023-07-14T05:37:27.176Z","checkout3",394.20000000000005
356,"checkout3_45","2023-07-25T05:37:27.176Z","checkout3",2255.2509999999997
357,"checkout3_46","2023-06-13T05:37:27.176Z","checkout3",1024.055
358,"checkout3_47","2023-06-01T05:37:27.176Z","checkout3",2295.6319999999996
359,"checkout3_48","2023-05-26T05:37:27.176Z","checkout3",625.6999999999999
360,"checkout3_49","2023-06-10T05:37:27.176Z","checkout3",3241.4474999999998
361,"checkout3_50","2023-06-01T05:37:27.176Z","checkout3",2092.63
362,"checkout3_51","2023-05-31T05:37:27.176Z","checkout3",2720.818
363,"checkout3_52","2023-06-07T05:37:27.176Z","checkout3",508.41
