"index","id","name"
95,"manufacturer_192","ЯКОБС"
96,"manufacturer_8","КАМЕНИЦА"
97,"manufacturer_185","ПЕРУН"
98,"manufacturer_53","БИНДИНГ"
99,"manufacturer_416","ИЗВОРНА ВОДА EGO"
100,"manufacturer_188","СУИТ ЛАЙФ"
101,"manufacturer_290","ЛОТТЕ"
102,"manufacturer_291","БИК"
103,"manufacturer_70","ВИНПРОМ ТРОЯН"
104,"manufacturer_184","ОРНО"
105,"manufacturer_398","ФУУДОБОКС"
106,"manufacturer_55","БУЛТРЕЙД"
107,"manufacturer_292","НУТРИМ"
108,"manufacturer_101","МИДАЛИДАРЕ"
109,"manufacturer_213","ГРАПА"
110,"manufacturer_133","ДРИНК ИМПОРТ"
111,"manufacturer_278","ЕВАНГЕЛОС ЦАНТАЛИ"
112,"manufacturer_90","ЛА ВИТА"
113,"manufacturer_180","КАРМЕЛА"
114,"manufacturer_176","ВЕЛИКОВИ"
115,"manufacturer_205","ТРАНС"
116,"manufacturer_59","ВЕГА СТАР"
117,"manufacturer_206","ТАБАКО ТРЕЙДИНГ"
118,"manufacturer_200","КАРТЕЛ"
119,"manufacturer_363","ФИЛИП МОРИС"
120,"manufacturer_382","ФИКОСОТА"
121,"manufacturer_336","ХАЙНЦ"
122,"manufacturer_87","КАРЛСБЕРГ БЪЛГАРИЯ"
123,"manufacturer_312","ДИМИТЪР МАДЖАРОВ"
124,"manufacturer_130","ФЕЙМЪС УАЙН"
125,"manufacturer_56","БУРГОЗОНЕ/ЛОЗКО"
126,"manufacturer_78","ДОМЕЙН МАРАШ"
127,"manufacturer_63","ВИНЕКС ПРЕСЛАВ"
128,"manufacturer_11","СИС ИНДУСТРИЙС"
129,"manufacturer_215","ФОУР ФРЕНДС"
130,"manufacturer_80","ДРАГОМИР"
131,"manufacturer_65","ВИНЗАВОД АСЕНОВГРАД"
132,"manufacturer_144","ЗАХАРНИ ЗАВОДИ"
133,"manufacturer_214","ТРАСТЕНА"
134,"manufacturer_83","ЕВСИНОГРАД"
135,"manufacturer_75","ДИМЯТ ВАРНА"
136,"manufacturer_433","ФРИКА"
137,"manufacturer_190","ТУРСКИ"
138,"manufacturer_37","АВАЛОН"
139,"manufacturer_110","ОСМАР"
140,"manufacturer_246","АСПАЗИЯ-92"
141,"manufacturer_69","ВИНПРОМ ТАСКОВ"
142,"manufacturer_86","ЗАГРЕЙ ПЪРВОМАЙ"
143,"manufacturer_62","ВИНАРСКА ИЗБА ХАН КРУМ"
144,"manufacturer_250","ЕНОРАМА"
145,"manufacturer_152","ИНТЕРСНАК"
146,"manufacturer_124","ТЕЛИШ"
147,"manufacturer_265","ОЛИНЕЗА"
148,"manufacturer_60","ВИЛА ЮСТИНА"
149,"manufacturer_137","ШАТО КОПСА"
150,"manufacturer_68","ВИНПРОМ СВИЩОВ"
151,"manufacturer_95","ЛОВИКО ЛОЗАРИ СУХИНДОЛ"
152,"manufacturer_96","ЛОГОДАЖ"
153,"manufacturer_71","ВИТЕЛА"
154,"manufacturer_22","СТАРОСЕЛ"
155,"manufacturer_122","СЛАВЯНЦИ"
156,"manufacturer_247","ВИНАРСКА ИЗБА ТОХУН"
157,"manufacturer_125","ТЕРА ТАНГРА"
158,"manufacturer_84","ЕДОАРДО МИРОЛИО"
159,"manufacturer_48","БЕСА ВАЛИ"
160,"manufacturer_100","МЕДИ ВАЛИ"
161,"manufacturer_120","СИНХРОН ИНВЕСТ"
162,"manufacturer_160","ГЛОБАЛ УАЙНС"
163,"manufacturer_64","ВИНЕН СВЯТ"
164,"manufacturer_40","АГРОВИН"
165,"manufacturer_183","ЗАРА"
166,"manufacturer_384","КАФИНА"
167,"manufacturer_412","ЧЕШКА БИРА"
168,"manufacturer_146","МАРС ИНКОРПОРЕЙТЕД"
169,"manufacturer_43","АМПЕРЕЛ"
170,"manufacturer_187","СТАР ФУУДС"
171,"manufacturer_10","ЗАГОРКА"
172,"manufacturer_410","ПРАЙМ БЪЛГАРИЯ ГРУП"
173,"manufacturer_93","ЛЕДЕНИКА"
174,"manufacturer_24","БОЛЯРКА"
175,"manufacturer_73","ГЛАРУС КРАФТ"
176,"manufacturer_315","ГАЛАБЕКС"
177,"manufacturer_318","СТЕФАНИКА"
178,"manufacturer_41","АКТИВНА ДИСТРИБУЦИЯ"
179,"manufacturer_216","ГАМБРИНУС"
180,"manufacturer_377","ТРЕЙДОН БГ"
181,"manufacturer_217","КРОМБАХЕР ПИЛЗ"
182,"manufacturer_218","КРУШОВИЦЕ"
183,"manufacturer_166","МЕДОВИНА"
184,"manufacturer_85","ЕССА АЛФА"
185,"manufacturer_219","ХКК"
186,"manufacturer_76","ДОКТОРС"
187,"manufacturer_58","ВАЛДИМЕКС"
188,"manufacturer_309","СИ КОМЕРСИАЛ 7"
189,"manufacturer_67","ВИНПРОМ РУСЕ"
190,"manufacturer_34","ДАНОН"
191,"manufacturer_140","ХИСАР ЧОБАН ЧЕШМА"
192,"manufacturer_141","ФУУДСТОК"
193,"manufacturer_232","ВАЛДИС"
194,"manufacturer_252","СТЕЛЛА БЕРНРАЙН"
195,"manufacturer_49","БЕСТ БРАНДС ДИСТРИБУШЪН"
196,"manufacturer_335","АУГУСТ ЩОРК"
197,"manufacturer_189","ТАГО"
198,"manufacturer_149","АЕА"
199,"manufacturer_167","РАЙС ЪП"
200,"manufacturer_35","МЕГГЛЕ"
201,"manufacturer_234","ЛОМСКО ПИВО"
202,"manufacturer_177","ДЕЛОС"
203,"manufacturer_194","БАТ"
204,"manufacturer_325","ТЧИБО"
205,"manufacturer_436","ДИКОВ ХУКА"
206,"manufacturer_253","ДАНЕЛИ"
207,"manufacturer_220","БОР ЧВОР"
208,"manufacturer_425","БЕБЕТО"
209,"manufacturer_142","ЕКОЛАЙФ"
210,"manufacturer_28","ДЕН И НОЩ"
211,"manufacturer_29","ПОБЕДА"
212,"manufacturer_143","ЧИПИТА"
213,"manufacturer_310","СЕГАФРЕДО ЗАНЕТТИ"
214,"manufacturer_145","КЕН"
215,"manufacturer_147","ЮНИВИСТА"
216,"manufacturer_148","ВИОЛАНТА"
217,"manufacturer_154","ЛЮБИМКА"
218,"manufacturer_157","ШАНС 96"
219,"manufacturer_221","МЛИН 97"
220,"manufacturer_153","ИТАЛ ФУУДС"
221,"manufacturer_155","РОШЕН"
222,"manufacturer_222","ОВИ И САРИ"
223,"manufacturer_150","БИОПРОГРАМА"
224,"manufacturer_256","ДЖИ ЕМ КЕЙ ГРУП"
225,"manufacturer_311","ДМК ГРУП"
226,"manufacturer_224","МЕЙТРЕ"
227,"manufacturer_210","ЛАЧИАТЕ"
228,"manufacturer_319","ФРЕШ ДИРЕКТ"
229,"manufacturer_225","БОБИ"
230,"manufacturer_375","БОНИ ХОЛДИНГ"
231,"manufacturer_15","БЕЛЛА"
232,"manufacturer_373","ВИВЕКТА"
233,"manufacturer_364","ГРАНД КОМЕРС"
234,"manufacturer_227","БУЛМИЛК"
235,"manufacturer_228","ЕЛВИ"
236,"manufacturer_431","ВЕРЕЯ"
237,"manufacturer_32","ТИРБУЛ"
238,"manufacturer_226","АРТЕ"
239,"manufacturer_233","ОБЕРОН - Х"
240,"manufacturer_168","БРЪНЧ ФЕМИЛИ"
241,"manufacturer_231","РОСИНА ОЙЛ 1"
242,"manufacturer_338","ГРИЙН КОЛА"
243,"manufacturer_348","ЛЕОН"
244,"manufacturer_349","ДИЛАРИУС"
245,"manufacturer_239","ЕЛИТ 2015"
246,"manufacturer_158","НАДЕЖДА ИН"
247,"manufacturer_317","ЕЛЛИНИКО БАКАЛИКО"
248,"manufacturer_54","БИО ГРУП ИНВЕСТ"
249,"manufacturer_275","ДР-ЙОТКЕР"
250,"manufacturer_159","ЮНИЛИНКС"
251,"manufacturer_162","ДЕЙЗИ"
252,"manufacturer_163","МИЛМЕКС"
253,"manufacturer_165","КРИСТАЛ ПЛОВДИВ"
254,"manufacturer_419","ТОТИС"
255,"manufacturer_353","ЯДКИ ДЕТЕЛИНА"
256,"manufacturer_254","БЪЗОНАДА"
257,"manufacturer_171","ЮЛКЕР"
258,"manufacturer_170","ЛАЙКА"
259,"manufacturer_371","ЛУКСОРИ ТРЕЙД БЪЛГАРИЯ"
260,"manufacturer_191","ФЛЕКСИ"
261,"manufacturer_174","БГ ПАК"
262,"manufacturer_352","ХИСАР МИЛЕНИУМ"
263,"manufacturer_178","ВУЙЧО ВАНЬО"
264,"manufacturer_413","DALVINA"
265,"manufacturer_186","СЛАДЪК ПЪТ"
266,"manufacturer_173","АВК"
267,"manufacturer_430","ХРУПАНКИ"
268,"manufacturer_379","КРОАСАН И ШОКОЛАД"
269,"manufacturer_207","БТ 96"
270,"manufacturer_208","МИЛЕТЕ"
271,"manufacturer_395","ЮЛИУС МАЙНЪЛ"
272,"manufacturer_334","ЕТИ"
273,"manufacturer_196","ИМПЕРИАЛ ТАБАКО"
274,"manufacturer_202","ОСВ"
275,"manufacturer_204","ПАРТИХАУС"
276,"manufacturer_193","АКСОН"
277,"manufacturer_199","КАРЕЛИЯ"
278,"manufacturer_362","КТ ИНТЕРНЕШЪНЪЛ"
279,"manufacturer_314","ЛАКТАЛИС"
280,"manufacturer_313","ХОХЛАНД"
281,"manufacturer_201","МАКСЛОГИСТИК"
282,"manufacturer_203","ПАЛОМИТА"
283,"manufacturer_389","ДИГИДЕ"
284,"manufacturer_238","ТБ ЕЛИТГРУП"
285,"manufacturer_249","ЗЛАТОГОР БЪЛГАРИЯ"
286,"manufacturer_240","ХАДЖИЙСКИ"
287,"manufacturer_321","ВИДИНСКА ГЪМЗА"
288,"manufacturer_235","ЛЮБИМКА"
289,"manufacturer_243","СУПЕРВИЗИО"
290,"manufacturer_242","ФБД"
291,"manufacturer_244","БЕЛС"
292,"manufacturer_255","БИОВИНАРНА ОРБЕЛУС"
293,"manufacturer_245","ФИЛИКОН-97"
294,"manufacturer_248","ЕСТЕЙТ ФИНАНС"
295,"manufacturer_368","ВИЛА МЕЛНИК"
296,"manufacturer_370","УАН ВЕЙП"
297,"manufacturer_372","ЧЕХ"
298,"manufacturer_259","ВЕДА ХАУЗ"
299,"manufacturer_267","ХРИСИ 99"
300,"manufacturer_264","СИНЕРДЖИ"
301,"manufacturer_269","ЕС КОМЕРС"
302,"manufacturer_268","ХОВЕКОМ"
303,"manufacturer_270","ЛБ БЪЛГАРИЯ"
304,"manufacturer_272","ФРИКОМ"
305,"manufacturer_279","МАКПРОГРЕС"
306,"manufacturer_276","ЕЛКА"
307,"manufacturer_277","ЕЛВИАРТ"
308,"manufacturer_274","КЪЛЪМБЪС"
309,"manufacturer_281","ВИЧУНАЙ"
310,"manufacturer_285","ЙОТИС"
311,"manufacturer_282","БИСЕР ОЛИВА"
312,"manufacturer_284","КАЛАС"
313,"manufacturer_288","ХИМАЛАЯН ШЕФ"
314,"manufacturer_286","ХИГАС ДЖЕОРДЖИАДИС"
315,"manufacturer_283","АЙДЕМ ОЛИВЕС"
316,"manufacturer_289","АМАЛТИА"
317,"manufacturer_294","МИНЕРВА"
318,"manufacturer_305","АВИС АКУА"
319,"manufacturer_296","ПРИНСЕС ИНДЪСТРИ"
320,"manufacturer_300","ДЕРОНИ"
321,"manufacturer_295","ПАЛИРРИА"
322,"manufacturer_304","ТИМС ФУУДС"
323,"manufacturer_298","ХАМЕ"
324,"manufacturer_302","ДИАВЕНА"
325,"manufacturer_301","ДЖЕМ И ДЖЕМ"
326,"manufacturer_299","ВИТАНЕА"
327,"manufacturer_303","РОЯЛ БИЙС"
328,"manufacturer_306","АЛДАГОТ"
329,"manufacturer_307","ГАЗИ"
330,"manufacturer_320","ЕЛИС СЮПРИЙМ ТЕЙСТ"
331,"manufacturer_230","ЛАКТИМА"
332,"manufacturer_229","ИНТЕР ЕС"
333,"manufacturer_223","МЛЕКОВИТА"
334,"325205a8-98c3-4ee2-b6df-8f6b6dce5854","Моят Производител"
335,"261e0a70-9e77-4962-ad49-17b9432c03cc","Моят Производител"
336,"manufacturer_241","ВВ КОФИ ГРУП"
337,"manufacturer_322","ТРИАНГЕЛ"
338,"manufacturer_323","ДЕЛТ ТРЕЙД ЕООД"
339,"manufacturer_324","АДВАНТИС КО ЕООД"
340,"manufacturer_328","ЯМАНТИЕВИ"
341,"manufacturer_329","ПАРТИ ДРИНКС"
342,"manufacturer_365","ЛЕМЪН БРАНДС"
343,"manufacturer_332","ИЗБА ВИНАРОВО"
344,"manufacturer_330","ДЖИ ЕН ТИ КОМЕРС"
345,"manufacturer_333","ГОЛДЪН НЪТС"
346,"manufacturer_374","КАРАБУНАР"
347,"manufacturer_429","VOOM"
348,"manufacturer_369","ВИНАРСКА ИЗБА МАРВИН"
349,"manufacturer_360","СНАК АРТ"
350,"manufacturer_376","ГОЛД ВАЙП"
351,"manufacturer_390","ДИВИНО БРАДЪРС"
352,"manufacturer_378","ВИДАС КЪМПАНИ"
353,"manufacturer_422","ЖАНЕТА"
354,"manufacturer_358","ВИ СУИЙТС БЪЛГАРИЯ"
355,"manufacturer_380","ТРИАДИЦА ТРЕЙДИНГ ГРУП"
356,"manufacturer_392","МИХАЙЛОВ ТРЕЙД"
357,"manufacturer_381","ЕКСТРАПАК"
358,"manufacturer_383","РЕНКЛИ"
359,"manufacturer_393","ГОЛД ГРУП БАРОНА"
360,"manufacturer_400","KUCHENMEISTER"
361,"manufacturer_351","ДЕ ЕМ ТРЕЙД"
362,"manufacturer_357","ТИБЕТ"
363,"manufacturer_391","РОЯЛС"
364,"manufacturer_385","ЯДКИ ТРИ"
365,"manufacturer_386","НАТУРАЛНИ ТЕХНОЛОГИИ"
366,"manufacturer_345","ЕСИТИ"
367,"manufacturer_337","ДЕГУСТО"
368,"manufacturer_346","ЛУДВИГ"
369,"manufacturer_339","ЕРДАЛ"
370,"manufacturer_340","БАЛСЕН"
371,"manufacturer_341","ЛОРЕНЦ"
372,"manufacturer_342","ТРИЗА"
373,"manufacturer_347","ВИТАМИНКА"
374,"manufacturer_343","БИОСФЕРА"
375,"manufacturer_350","ПОКСИПОЛ"
376,"manufacturer_344","УИЛКИНСЪН"
377,"manufacturer_287","ГАЛАКСИ"
378,"manufacturer_354","РИКАС"
379,"manufacturer_355","ИЗЗИ"
380,"manufacturer_356","МЕНТОС"
381,"manufacturer_359","ТЕД ПРОИЗВОДСТВО"
382,"manufacturer_361","ПЕПЕ"
383,"manufacturer_396","БРАТАНОВ"
384,"manufacturer_397","БИО БЪЛГАРИЯ / HARMONICA"
385,"manufacturer_399","РАДУЛОВ"
386,"manufacturer_414","АХАТ"
387,"manufacturer_401","LAMBERTZ"
388,"manufacturer_402","MELITTA"
389,"manufacturer_404","MESTEMACHER"
390,"manufacturer_405","POENSGEN"
391,"manufacturer_406","HANS FREITAG"
392,"manufacturer_407","LOTUS"
393,"manufacturer_403","VIOLA"
394,"manufacturer_426","ХУКАИН"
395,"manufacturer_408","БЕРРИВАЙП"
396,"manufacturer_409","СЛАВЯНКА"
397,"manufacturer_420","ГУЛОН"
398,"manufacturer_427","ЕЛЕМЕНТ ХУУКА"
399,"manufacturer_428","ХОЛСТЪР ТАБАКО"
400,"manufacturer_423","ФИНИ"
401,"manufacturer_424","ДЖОНИ БИ"
402,"manufacturer_432","ХЕЛТ КЪМПАНИ"
403,"manufacturer_23","КАТАРЖИНА"
