"index","id","fk_product","fk_package"
143,"product_2626_packaging_6","product_2626","packaging_6"
144,"product_2788_packaging_6","product_2788","packaging_6"
145,"product_2783_packaging_6","product_2783","packaging_6"
147,"product_31950_packaging_20","product_31950","packaging_20"
148,"product_2710_packaging_6","product_2710","packaging_6"
149,"product_2636_packaging_4","product_2636","packaging_4"
150,"product_2749_packaging_6","product_2749","packaging_6"
151,"product_1768_packaging_12","product_1768","packaging_12"
152,"product_2825_packaging_6","product_2825","packaging_6"
153,"product_2734_packaging_4","product_2734","packaging_4"
154,"product_2669_packaging_6","product_2669","packaging_6"
155,"product_19566_packaging_12","product_19566","packaging_12"
156,"product_2577_packaging_6","product_2577","packaging_6"
157,"product_2744_packaging_12","product_2744","packaging_12"
158,"product_2794_packaging_6","product_2794","packaging_6"
159,"product_2759_packaging_6","product_2759","packaging_6"
160,"product_29244_packaging_6","product_29244","packaging_6"
161,"product_642_packaging_6","product_642","packaging_6"
162,"product_3558_packaging_24","product_3558","packaging_24"
163,"product_3429_packaging_6","product_3429","packaging_6"
164,"product_3378_packaging_12","product_3378","packaging_12"
165,"product_3299_packaging_20","product_3299","packaging_20"
166,"product_3471_packaging_6","product_3471","packaging_6"
167,"product_3478_packaging_4","product_3478","packaging_4"
168,"product_3334_packaging_12","product_3334","packaging_12"
169,"product_3349_packaging_6","product_3349","packaging_6"
169,"product_3349_packaging_24","product_3349","packaging_24"
170,"product_3368_packaging_24","product_3368","packaging_24"
171,"product_3301_packaging_6","product_3301","packaging_6"
172,"product_3473_packaging_6","product_3473","packaging_6"
173,"product_3342_packaging_6","product_3342","packaging_6"
174,"product_3522_packaging_6","product_3522","packaging_6"
175,"product_3542_packaging_6","product_3542","packaging_6"
176,"product_2986_packaging_6","product_2986","packaging_6"
177,"product_3602_packaging_6","product_3602","packaging_6"
178,"product_3480_packaging_6","product_3480","packaging_6"
179,"product_3447_packaging_10","product_3447","packaging_10"
180,"product_3372_packaging_20","product_3372","packaging_20"
181,"product_3280_packaging_12","product_3280","packaging_12"
182,"product_3449_packaging_20","product_3449","packaging_20"
183,"product_3552_packaging_6","product_3552","packaging_6"
184,"product_3509_packaging_4","product_3509","packaging_4"
185,"product_3379_packaging_20","product_3379","packaging_20"
186,"product_2442_packaging_6","product_2442","packaging_6"
187,"product_4033_packaging_6","product_4033","packaging_6"
188,"product_3978_packaging_6","product_3978","packaging_6"
189,"product_3949_packaging_6","product_3949","packaging_6"
190,"product_3874_packaging_6","product_3874","packaging_6"
191,"product_4495_packaging_6","product_4495","packaging_6"
192,"product_3940_packaging_6","product_3940","packaging_6"
193,"product_72_packaging_6","product_72","packaging_6"
194,"product_4034_packaging_12","product_4034","packaging_12"
195,"product_2657_packaging_6","product_2657","packaging_6"
196,"product_3962_packaging_6","product_3962","packaging_6"
197,"product_2150_packaging_6","product_2150","packaging_6"
198,"product_3629_packaging_6","product_3629","packaging_6"
199,"product_4005_packaging_6","product_4005","packaging_6"
200,"product_3937_packaging_12","product_3937","packaging_12"
201,"product_3904_packaging_2","product_3904","packaging_2"
202,"product_14925_packaging_15","product_14925","packaging_15"
203,"product_4001_packaging_3","product_4001","packaging_3"
204,"product_4061_packaging_6","product_4061","packaging_6"
205,"product_3606_packaging_12","product_3606","packaging_12"
206,"product_3969_packaging_2","product_3969","packaging_2"
207,"product_4149_packaging_6","product_4149","packaging_6"
208,"product_4436_packaging_24","product_4436","packaging_24"
209,"product_31951_packaging_20","product_31951","packaging_20"
210,"product_4115_packaging_6","product_4115","packaging_6"
211,"product_4116_packaging_6","product_4116","packaging_6"
212,"product_4257_packaging_4","product_4257","packaging_4"
213,"product_4159_packaging_12","product_4159","packaging_12"
214,"product_4183_packaging_6","product_4183","packaging_6"
215,"product_29245_packaging_6","product_29245","packaging_6"
216,"product_4199_packaging_6","product_4199","packaging_6"
217,"product_4079_packaging_6","product_4079","packaging_6"
218,"product_4218_packaging_12","product_4218","packaging_12"
219,"product_4231_packaging_6","product_4231","packaging_6"
221,"product_4119_packaging_6","product_4119","packaging_6"
223,"product_56_packaging_30","product_56","packaging_30"
225,"product_4448_packaging_50","product_4448","packaging_50"
226,"product_4156_packaging_6","product_4156","packaging_6"
227,"product_4394_packaging_12","product_4394","packaging_12"
228,"product_4242_packaging_12","product_4242","packaging_12"
229,"product_4256_packaging_6","product_4256","packaging_6"
230,"product_20030_packaging_6","product_20030","packaging_6"
231,"product_1963_packaging_6","product_1963","packaging_6"
232,"product_1943_packaging_6","product_1943","packaging_6"
233,"product_4746_packaging_6","product_4746","packaging_6"
235,"product_4728_packaging_12","product_4728","packaging_12"
236,"product_4673_packaging_12","product_4673","packaging_12"
237,"product_4738_packaging_12","product_4738","packaging_12"
238,"product_4757_packaging_12","product_4757","packaging_12"
239,"product_31805_packaging_4","product_31805","packaging_4"
240,"product_4768_packaging_6","product_4768","packaging_6"
241,"product_4656_packaging_6","product_4656","packaging_6"
243,"product_7089_packaging_8","product_7089","packaging_8"
244,"product_4632_packaging_6","product_4632","packaging_6"
245,"product_7278_packaging_12","product_7278","packaging_12"
246,"product_4823_packaging_6","product_4823","packaging_6"
247,"product_4780_packaging_6","product_4780","packaging_6"
248,"product_4799_packaging_6","product_4799","packaging_6"
249,"product_2166_packaging_6","product_2166","packaging_6"
250,"product_2753_packaging_6","product_2753","packaging_6"
251,"product_4502_packaging_12","product_4502","packaging_12"
252,"product_4998_packaging_12","product_4998","packaging_12"
253,"product_5081_packaging_12","product_5081","packaging_12"
254,"product_5033_packaging_6","product_5033","packaging_6"
255,"product_4996_packaging_6","product_4996","packaging_6"
256,"product_5080_packaging_6","product_5080","packaging_6"
257,"product_4976_packaging_6","product_4976","packaging_6"
258,"product_5086_packaging_4","product_5086","packaging_4"
259,"product_5055_packaging_6","product_5055","packaging_6"
260,"product_4918_packaging_6","product_4918","packaging_6"
261,"product_5150_packaging_6","product_5150","packaging_6"
262,"product_5114_packaging_6","product_5114","packaging_6"
263,"product_31808_packaging_6","product_31808","packaging_6"
264,"product_4956_packaging_6","product_4956","packaging_6"
265,"product_5026_packaging_6","product_5026","packaging_6"
266,"product_2156_packaging_6","product_2156","packaging_6"
267,"product_5134_packaging_12","product_5134","packaging_12"
269,"product_29246_packaging_6","product_29246","packaging_6"
270,"product_4892_packaging_12","product_4892","packaging_12"
271,"product_732_packaging_6","product_732","packaging_6"
272,"product_5177_packaging_6","product_5177","packaging_6"
273,"product_5202_packaging_6","product_5202","packaging_6"
274,"product_5313_packaging_6","product_5313","packaging_6"
275,"product_31810_packaging_6","product_31810","packaging_6"
276,"product_5502_packaging_6","product_5502","packaging_6"
277,"product_5531_packaging_4","product_5531","packaging_4"
278,"product_5314_packaging_6","product_5314","packaging_6"
279,"product_5393_packaging_6","product_5393","packaging_6"
280,"product_5406_packaging_6","product_5406","packaging_6"
281,"product_4466_packaging_12","product_4466","packaging_12"
282,"product_4943_packaging_12","product_4943","packaging_12"
283,"product_5350_packaging_6","product_5350","packaging_6"
284,"product_5566_packaging_6","product_5566","packaging_6"
285,"product_5568_packaging_6","product_5568","packaging_6"
286,"product_3295_packaging_6","product_3295","packaging_6"
287,"product_5475_packaging_6","product_5475","packaging_6"
288,"product_5586_packaging_6","product_5586","packaging_6"
289,"product_2172_packaging_6","product_2172","packaging_6"
290,"product_5287_packaging_6","product_5287","packaging_6"
291,"product_5235_packaging_6","product_5235","packaging_6"
293,"product_7769_packaging_6","product_7769","packaging_6"
295,"product_6021_packaging_15","product_6021","packaging_15"
296,"product_7091_packaging_8","product_7091","packaging_8"
297,"product_5168_packaging_6","product_5168","packaging_6"
298,"product_2157_packaging_6","product_2157","packaging_6"
299,"product_5796_packaging_4","product_5796","packaging_4"
300,"product_7090_packaging_8","product_7090","packaging_8"
301,"product_6696_packaging_15","product_6696","packaging_15"
302,"product_6737_packaging_5","product_6737","packaging_5"
302,"product_6737_packaging_10","product_6737","packaging_10"
302,"product_6737_packaging_20","product_6737","packaging_20"
303,"product_252_packaging_40","product_252","packaging_40"
305,"product_6828_packaging_5","product_6828","packaging_5"
305,"product_6828_packaging_10","product_6828","packaging_10"
305,"product_6828_packaging_18","product_6828","packaging_18"
306,"product_6742_packaging_5","product_6742","packaging_5"
306,"product_6742_packaging_10","product_6742","packaging_10"
306,"product_6742_packaging_20","product_6742","packaging_20"
307,"product_4865_packaging_6","product_4865","packaging_6"
308,"product_4924_packaging_6","product_4924","packaging_6"
309,"product_31813_packaging_3","product_31813","packaging_3"
310,"product_7273_packaging_6","product_7273","packaging_6"
311,"product_14926_packaging_24","product_14926","packaging_24"
312,"product_5749_packaging_12","product_5749","packaging_12"
313,"product_6668_packaging_20","product_6668","packaging_20"
314,"product_5116_packaging_24","product_5116","packaging_24"
315,"product_5778_packaging_9","product_5778","packaging_9"
316,"product_6582_packaging_24","product_6582","packaging_24"
317,"product_5319_packaging_6","product_5319","packaging_6"
318,"product_29247_packaging_25","product_29247","packaging_25"
319,"product_5230_packaging_6","product_5230","packaging_6"
320,"product_6612_packaging_48","product_6612","packaging_48"
321,"product_5971_packaging_30","product_5971","packaging_30"
322,"product_6876_packaging_28","product_6876","packaging_28"
323,"product_5443_packaging_6","product_5443","packaging_6"
324,"product_6783_packaging_40","product_6783","packaging_40"
325,"product_6634_packaging_16","product_6634","packaging_16"
326,"product_6784_packaging_40","product_6784","packaging_40"
328,"product_6842_packaging_30","product_6842","packaging_30"
329,"product_5494_packaging_12","product_5494","packaging_12"
330,"product_6553_packaging_72","product_6553","packaging_72"
333,"product_2159_packaging_6","product_2159","packaging_6"
334,"product_6550_packaging_25","product_6550","packaging_25"
335,"product_6904_packaging_20","product_6904","packaging_20"
336,"product_19567_packaging_12","product_19567","packaging_12"
337,"product_12577_packaging_6","product_12577","packaging_6"
337,"product_12577_packaging_12","product_12577","packaging_12"
338,"product_6845_packaging_30","product_6845","packaging_30"
339,"product_2158_packaging_6","product_2158","packaging_6"
340,"product_5925_packaging_40","product_5925","packaging_40"
341,"product_7115_packaging_24","product_7115","packaging_24"
342,"product_7217_packaging_16","product_7217","packaging_16"
343,"product_1625_packaging_12","product_1625","packaging_12"
344,"product_1566_packaging_6","product_1566","packaging_6"
345,"product_7133_packaging_18","product_7133","packaging_18"
346,"product_7018_packaging_24","product_7018","packaging_24"
347,"product_7104_packaging_12","product_7104","packaging_12"
348,"product_29781_packaging_5","product_29781","packaging_5"
348,"product_29781_packaging_10","product_29781","packaging_10"
349,"product_7047_packaging_24","product_7047","packaging_24"
350,"product_7173_packaging_10","product_7173","packaging_10"
351,"product_7188_packaging_10","product_7188","packaging_10"
352,"product_7219_packaging_8","product_7219","packaging_8"
353,"product_7304_packaging_8","product_7304","packaging_8"
354,"product_33060_packaging_6","product_33060","packaging_6"
355,"product_6987_packaging_18","product_6987","packaging_18"
356,"product_19568_packaging_6","product_19568","packaging_6"
357,"product_6670_packaging_20","product_6670","packaging_20"
358,"product_7257_packaging_12","product_7257","packaging_12"
360,"product_7351_packaging_15","product_7351","packaging_15"
361,"product_1732_packaging_6","product_1732","packaging_6"
363,"product_6667_packaging_20","product_6667","packaging_20"
364,"product_4541_packaging_6","product_4541","packaging_6"
365,"product_8014_packaging_6","product_8014","packaging_6"
366,"product_8011_packaging_8","product_8011","packaging_8"
367,"product_3281_packaging_6","product_3281","packaging_6"
368,"product_8016_packaging_6","product_8016","packaging_6"
369,"product_8019_packaging_24","product_8019","packaging_24"
370,"product_8013_packaging_6","product_8013","packaging_6"
371,"product_8009_packaging_6","product_8009","packaging_6"
372,"product_1892_packaging_6","product_1892","packaging_6"
373,"product_8012_packaging_6","product_8012","packaging_6"
374,"product_29782_packaging_5","product_29782","packaging_5"
374,"product_29782_packaging_10","product_29782","packaging_10"
375,"product_8020_packaging_24","product_8020","packaging_24"
376,"product_8021_packaging_6","product_8021","packaging_6"
377,"product_1895_packaging_6","product_1895","packaging_6"
378,"product_8017_packaging_6","product_8017","packaging_6"
379,"product_723_packaging_4","product_723","packaging_4"
379,"product_723_packaging_24","product_723","packaging_24"
381,"product_8015_packaging_6","product_8015","packaging_6"
382,"product_1910_packaging_6","product_1910","packaging_6"
383,"product_3408_packaging_12","product_3408","packaging_12"
384,"product_8018_packaging_24","product_8018","packaging_24"
385,"product_29248_packaging_25","product_29248","packaging_25"
386,"product_1923_packaging_6","product_1923","packaging_6"
387,"product_5588_packaging_3","product_5588","packaging_3"
388,"product_4773_packaging_12","product_4773","packaging_12"
389,"product_4045_packaging_6","product_4045","packaging_6"
390,"product_8022_packaging_6","product_8022","packaging_6"
392,"product_4568_packaging_12","product_4568","packaging_12"
394,"product_5967_packaging_48","product_5967","packaging_48"
395,"product_2687_packaging_6","product_2687","packaging_6"
396,"product_4037_packaging_6","product_4037","packaging_6"
397,"product_1983_packaging_6","product_1983","packaging_6"
398,"product_708_packaging_12","product_708","packaging_12"
399,"product_254_packaging_4","product_254","packaging_4"
400,"product_14928_packaging_24","product_14928","packaging_24"
401,"product_4165_packaging_6","product_4165","packaging_6"
402,"product_8023_packaging_6","product_8023","packaging_6"
403,"product_713_packaging_6","product_713","packaging_6"
404,"product_6895_packaging_17","product_6895","packaging_17"
405,"product_10565_packaging_10","product_10565","packaging_10"
406,"product_4761_packaging_12","product_4761","packaging_12"
407,"product_2413_packaging_4","product_2413","packaging_4"
409,"product_28069_packaging_12","product_28069","packaging_12"
411,"product_7085_packaging_32","product_7085","packaging_32"
412,"product_2180_packaging_6","product_2180","packaging_6"
413,"product_6779_packaging_40","product_6779","packaging_40"
414,"product_19570_packaging_6","product_19570","packaging_6"
415,"product_7002_packaging_40","product_7002","packaging_40"
416,"product_7296_packaging_8","product_7296","packaging_8"
417,"product_8033_packaging_6","product_8033","packaging_6"
418,"product_10567_packaging_10","product_10567","packaging_10"
419,"product_8026_packaging_24","product_8026","packaging_24"
420,"product_6534_packaging_24","product_6534","packaging_24"
421,"product_8025_packaging_20","product_8025","packaging_20"
422,"product_8032_packaging_6","product_8032","packaging_6"
423,"product_10566_packaging_10","product_10566","packaging_10"
425,"product_7207_packaging_24","product_7207","packaging_24"
427,"product_8027_packaging_24","product_8027","packaging_24"
428,"product_31831_packaging_6","product_31831","packaging_6"
430,"product_2161_packaging_6","product_2161","packaging_6"
432,"product_3313_packaging_6","product_3313","packaging_6"
433,"product_6962_packaging_24","product_6962","packaging_24"
438,"product_8045_packaging_6","product_8045","packaging_6"
439,"product_8039_packaging_6","product_8039","packaging_6"
448,"product_8034_packaging_6","product_8034","packaging_6"
450,"product_31834_packaging_6","product_31834","packaging_6"
452,"product_8041_packaging_6","product_8041","packaging_6"
453,"product_8035_packaging_24","product_8035","packaging_24"
457,"product_87_packaging_12","product_87","packaging_12"
461,"product_29249_packaging_25","product_29249","packaging_25"
464,"product_31837_packaging_6","product_31837","packaging_6"
465,"product_8068_packaging_12","product_8068","packaging_12"
467,"product_14858_packaging_6","product_14858","packaging_6"
469,"product_10785_packaging_50","product_10785","packaging_50"
470,"product_2195_packaging_6","product_2195","packaging_6"
472,"product_2171_packaging_6","product_2171","packaging_6"
475,"product_2167_packaging_6","product_2167","packaging_6"
476,"product_2173_packaging_6","product_2173","packaging_6"
478,"product_2294_packaging_4","product_2294","packaging_4"
480,"product_2170_packaging_6","product_2170","packaging_6"
486,"product_11539_packaging_12","product_11539","packaging_12"
487,"product_3438_packaging_6","product_3438","packaging_6"
491,"product_3437_packaging_6","product_3437","packaging_6"
492,"product_5575_packaging_6","product_5575","packaging_6"
493,"product_10789_packaging_12","product_10789","packaging_12"
495,"product_3439_packaging_5","product_3439","packaging_5"
496,"product_2303_packaging_6","product_2303","packaging_6"
497,"product_2798_packaging_6","product_2798","packaging_6"
499,"product_2228_packaging_6","product_2228","packaging_6"
501,"product_2823_packaging_6","product_2823","packaging_6"
502,"product_2736_packaging_6","product_2736","packaging_6"
503,"product_3422_packaging_6","product_3422","packaging_6"
504,"product_3424_packaging_6","product_3424","packaging_6"
506,"product_15379_packaging_6","product_15379","packaging_6"
508,"product_31840_packaging_4","product_31840","packaging_4"
510,"product_3445_packaging_10","product_3445","packaging_10"
511,"product_3462_packaging_6","product_3462","packaging_6"
512,"product_3446_packaging_10","product_3446","packaging_10"
513,"product_3442_packaging_10","product_3442","packaging_10"
515,"product_3464_packaging_6","product_3464","packaging_6"
516,"product_3460_packaging_6","product_3460","packaging_6"
517,"product_7973_packaging_4","product_7973","packaging_4"
518,"product_3444_packaging_10","product_3444","packaging_10"
519,"product_3441_packaging_10","product_3441","packaging_10"
520,"product_3450_packaging_9","product_3450","packaging_9"
521,"product_3463_packaging_6","product_3463","packaging_6"
522,"product_14874_packaging_30","product_14874","packaging_30"
523,"product_3454_packaging_6","product_3454","packaging_6"
525,"product_3468_packaging_6","product_3468","packaging_6"
526,"product_7977_packaging_6","product_7977","packaging_6"
529,"product_3466_packaging_6","product_3466","packaging_6"
530,"product_413_packaging_6","product_413","packaging_6"
531,"product_3465_packaging_6","product_3465","packaging_6"
532,"product_2027_packaging_4","product_2027","packaging_4"
534,"product_29250_packaging_25","product_29250","packaging_25"
535,"product_19574_packaging_6","product_19574","packaging_6"
536,"product_19573_packaging_6","product_19573","packaging_6"
537,"product_10163_packaging_10","product_10163","packaging_10"
538,"product_19572_packaging_6","product_19572","packaging_6"
539,"product_12429_packaging_6","product_12429","packaging_6"
540,"product_12406_packaging_6","product_12406","packaging_6"
541,"product_4213_packaging_6","product_4213","packaging_6"
542,"product_4579_packaging_18","product_4579","packaging_18"
543,"product_4562_packaging_24","product_4562","packaging_24"
544,"product_4580_packaging_50","product_4580","packaging_50"
545,"product_21546_packaging_40","product_21546","packaging_40"
546,"product_10162_packaging_10","product_10162","packaging_10"
547,"product_4564_packaging_24","product_4564","packaging_24"
548,"product_4598_packaging_18","product_4598","packaging_18"
549,"product_4588_packaging_12","product_4588","packaging_12"
550,"product_4586_packaging_12","product_4586","packaging_12"
551,"product_4584_packaging_10","product_4584","packaging_10"
552,"product_4600_packaging_12","product_4600","packaging_12"
553,"product_4569_packaging_12","product_4569","packaging_12"
554,"product_4536_packaging_12","product_4536","packaging_12"
555,"product_12413_packaging_6","product_12413","packaging_6"
556,"product_25147_packaging_6","product_25147","packaging_6"
559,"product_14872_packaging_12","product_14872","packaging_12"
571,"product_19578_packaging_6","product_19578","packaging_6"
572,"product_1820_packaging_6","product_1820","packaging_6"
574,"product_19579_packaging_6","product_19579","packaging_6"
575,"product_33056_packaging_12","product_33056","packaging_12"
578,"product_19575_packaging_6","product_19575","packaging_6"
579,"product_32662_packaging_8","product_32662","packaging_8"
604,"product_8069_packaging_9","product_8069","packaging_9"
610,"product_8191_packaging_24","product_8191","packaging_24"
615,"product_1584_packaging_6","product_1584","packaging_6"
628,"product_7927_packaging_3","product_7927","packaging_3"
629,"product_8070_packaging_9","product_8070","packaging_9"
659,"product_10568_packaging_10","product_10568","packaging_10"
685,"product_8107_packaging_24","product_8107","packaging_24"
688,"product_8072_packaging_9","product_8072","packaging_9"
714,"product_5535_packaging_3","product_5535","packaging_3"
732,"product_8243_packaging_20","product_8243","packaging_20"
737,"product_10569_packaging_10","product_10569","packaging_10"
741,"product_8244_packaging_20","product_8244","packaging_20"
742,"product_21547_packaging_40","product_21547","packaging_40"
766,"product_8259_packaging_10","product_8259","packaging_10"
783,"product_32665_packaging_10","product_32665","packaging_10"
794,"product_33426_packaging_12","product_33426","packaging_12"
795,"product_8293_packaging_24","product_8293","packaging_24"
825,"product_19581_packaging_6","product_19581","packaging_6"
846,"product_8392_packaging_30","product_8392","packaging_30"
853,"product_8386_packaging_25","product_8386","packaging_25"
859,"product_8390_packaging_24","product_8390","packaging_24"
860,"product_8381_packaging_10","product_8381","packaging_10"
861,"product_15380_packaging_6","product_15380","packaging_6"
894,"product_32666_packaging_10","product_32666","packaging_10"
949,"product_8545_packaging_9","product_8545","packaging_9"
957,"product_8498_packaging_24","product_8498","packaging_24"
960,"product_8493_packaging_20","product_8493","packaging_20"
1004,"product_9358_packaging_30","product_9358","packaging_30"
1005,"product_9373_packaging_35","product_9373","packaging_35"
1007,"product_9356_packaging_20","product_9356","packaging_20"
1008,"product_9364_packaging_10","product_9364","packaging_10"
1010,"product_9376_packaging_36","product_9376","packaging_36"
1011,"product_9379_packaging_12","product_9379","packaging_12"
1012,"product_9360_packaging_12","product_9360","packaging_12"
1013,"product_2018_packaging_6","product_2018","packaging_6"
1014,"product_9375_packaging_24","product_9375","packaging_24"
1015,"product_9380_packaging_4","product_9380","packaging_4"
1016,"product_9381_packaging_18","product_9381","packaging_18"
1017,"product_9378_packaging_6","product_9378","packaging_6"
1018,"product_9362_packaging_10","product_9362","packaging_10"
1021,"product_9404_packaging_6","product_9404","packaging_6"
1022,"product_19605_packaging_12","product_19605","packaging_12"
1025,"product_9391_packaging_6","product_9391","packaging_6"
1028,"product_9388_packaging_4","product_9388","packaging_4"
1029,"product_9396_packaging_5","product_9396","packaging_5"
1030,"product_19606_packaging_6","product_19606","packaging_6"
1031,"product_19608_packaging_6","product_19608","packaging_6"
1032,"product_9390_packaging_4","product_9390","packaging_4"
1033,"product_19610_packaging_24","product_19610","packaging_24"
1034,"product_9386_packaging_6","product_9386","packaging_6"
1035,"product_19613_packaging_6","product_19613","packaging_6"
1036,"product_19612_packaging_6","product_19612","packaging_6"
